x1,x2,x3,y
4.6130,1.8657,3.9759,49.8066
9.5137,2.9800,1.4019,49.5587
7.5698,5.2338,2.5402,46.2847
1.5623,4.1932,1.4201,23.2953
5.0205,4.9684,3.4916,43.1258
1.8052,1.6561,4.7534,45.5372
2.8887,5.5139,2.8994,32.8416
7.2087,4.4852,3.3588,50.0866
5.1997,3.9134,2.6598,41.2516
6.6731,2.3277,4.7093,57.9856
7.8450,5.6394,3.7350,48.4542
1.4584,3.0440,1.3941,23.0225
6.8321,5.0724,3.5445,48.8494
4.2819,0.0566,1.4819,38.5339
2.8543,2.6253,1.8938,29.7071
1.2037,5.5357,3.2324,28.1132
7.0840,5.0227,3.0903,47.7462
5.2118,4.5627,3.8602,45.8349
5.2115,5.6730,1.4231,34.4208
1.9996,3.6934,4.9038,43.6572
2.3917,5.3625,3.7074,36.9184
9.8906,1.5079,2.9616,59.6300
2.0855,1.1878,2.3554,35.9759
4.7730,5.1797,4.5987,49.1080
1.0628,4.7896,3.1881,28.0859
4.2970,2.1114,4.4685,48.1937
5.5045,0.0884,3.6053,53.5528
8.1856,0.8097,4.5054,64.0087
9.6761,0.9736,4.2970,68.1350
9.9398,3.6148,4.0537,63.2115
5.9634,5.0815,2.0383,37.7175
8.2076,4.0934,2.4260,48.2190
4.9324,4.1406,1.9836,39.0340
4.2821,4.4914,4.5099,42.8206
2.2783,1.9311,3.9432,44.9336
8.4111,2.3304,1.0176,42.0601
9.3497,1.3055,2.4559,62.6559
6.8390,4.6011,4.5712,53.5223
2.4089,5.0912,3.8113,35.1554
8.7913,3.4673,2.1542,47.5937
8.6975,3.0203,1.8816,53.8691
7.6473,3.6041,4.2380,57.2070
8.3264,1.8984,1.9145,51.9076
1.6414,2.8576,2.4589,33.0355
8.2679,3.3003,2.5525,50.1646
3.2056,4.0065,4.7429,48.3747
8.7625,1.3960,3.1998,60.9730
8.3817,5.2828,2.1045,46.0863
5.4880,1.5575,4.9745,54.5227
6.2669,2.5469,4.8366,58.1090
3.8805,1.4807,2.3478,40.2650
2.0005,3.2761,1.3054,21.5449
5.0414,2.9561,4.2287,52.1400
7.8857,2.9865,1.3938,46.6516
4.2605,0.9286,4.4163,50.8363
8.3089,2.7712,1.9083,46.3202
4.4502,0.9210,4.1471,49.2379
9.9170,4.6302,2.6914,55.2454
5.1632,0.8481,2.4324,45.5161
2.8322,4.9615,2.8554,33.0195
4.2549,4.8331,4.0188,36.7411
7.7737,2.8869,3.8906,57.7874
2.9486,2.9201,2.2276,34.1925
2.6714,2.6538,4.2854,44.4887
8.5648,3.0195,2.2973,49.9193
1.4483,3.3757,2.3293,29.5620
7.9352,2.3666,3.1123,58.8376
2.6734,3.0972,2.2010,32.3340
1.4112,2.4997,2.0027,32.1504
4.3952,1.2412,2.9129,45.4557
1.6084,5.0090,1.8261,22.2416
9.7021,2.4053,2.6703,60.3853
2.2453,3.6225,1.8716,25.7014
8.5231,3.6443,2.6257,50.8292
7.0464,0.1813,2.0530,53.1641
4.5405,4.0765,1.7055,32.8030
7.2453,4.6810,4.1097,52.8097
1.2286,3.1490,4.3370,40.9153
7.9480,2.8456,3.3108,54.4614
3.9463,5.1225,2.7163,30.1642
3.3164,0.0530,1.7674,37.7010
5.0521,4.4205,3.0008,39.8541
8.9365,2.9989,2.3560,52.5287
1.6928,4.2268,1.1105,24.3178
8.4806,3.1618,1.5887,47.6388
4.6220,5.0238,2.8218,39.1733
2.8562,0.3578,1.7043,37.4330
1.9296,4.5695,4.3437,37.9771
8.4712,3.9075,2.9604,48.2763
1.9595,0.9863,4.1178,41.2224
2.4185,5.2982,2.4878,28.1748
4.6373,3.3208,1.1295,36.6150
2.5815,0.6214,2.6993,38.7978
8.7083,1.0750,1.1184,48.9204
2.6216,2.4793,4.8443,44.8333
1.8609,5.8758,2.0646,23.0980
7.1075,1.6118,4.3153,62.0102
8.8152,2.7035,4.5342,64.6431
7.8353,5.5295,4.2249,57.5432
5.0108,4.6712,4.5527,50.6497
7.1673,5.6482,2.1648,41.4376
8.5162,1.1012,4.6673,67.8939
4.3906,1.3433,1.4525,38.1711
3.5077,2.6616,4.9156,48.6755
9.2429,0.0320,1.8892,54.0741
7.8061,1.9506,1.2435,44.4694
8.9288,3.6947,3.4510,58.4191
7.2899,1.3139,3.4188,56.1875
2.1450,4.2043,4.9652,40.3591
1.7831,5.3688,1.4715,22.0747
4.4886,2.0884,1.1910,37.7864
4.8631,0.7526,2.7218,46.2895
4.7780,2.3708,2.3245,43.1000
5.9767,1.8223,4.9089,62.3442
6.2930,1.5886,3.9957,55.3075
7.5051,3.0340,3.1845,52.1451
3.7122,0.0167,3.9927,54.4114
8.6184,0.1302,1.1784,51.3546
1.0921,4.2892,1.4131,25.4994
6.3552,0.9954,4.0866,56.5442
9.1371,4.6598,4.7780,63.0704
1.2932,1.5543,3.2897,36.2239
1.3114,1.3510,4.5950,43.4485
2.8566,0.0394,1.6711,37.9116
4.2177,0.2444,4.2383,56.3597
4.0965,5.8406,1.4541,25.8613
8.9626,1.3575,2.3506,54.4183
9.0772,1.3562,2.6193,60.4175
5.5386,3.3263,3.2410,45.7069
2.7428,4.6546,1.7710,26.4880
2.4598,5.0988,2.5765,31.1584
1.0652,3.2244,2.3873,30.4870
7.7196,3.2302,3.5804,57.3126
8.0979,4.5160,1.3619,44.6977
8.9173,0.3452,4.1203,66.6802
9.1691,3.6704,3.4592,55.4644
9.5624,0.7074,1.9709,55.7983
5.3301,1.8539,2.4868,44.7463
2.4405,5.4385,2.5357,25.8048
6.7683,3.3981,4.6067,54.2781
4.0771,5.9159,1.3912,28.7064
1.6841,1.3745,2.9265,38.4195
3.0891,2.4047,4.7766,49.3218
3.8665,4.0067,3.0348,37.4951
9.2603,1.5112,1.4115,54.3950
9.0132,2.5543,2.7943,54.1664
7.8981,0.1587,3.2843,61.5910
5.7974,1.6115,4.4982,59.4209
3.4343,1.1463,3.8206,49.9434
8.7405,2.1278,2.2712,54.5004
3.4382,4.3188,1.5583,28.6480
3.1399,5.0479,3.0697,34.2085
4.9745,5.5040,2.8440,39.5677
9.7644,2.2462,3.9650,66.3494
8.7397,0.9200,1.3737,48.2348
3.2894,4.7874,2.2853,30.8394
9.3859,4.7473,3.3628,55.0123
3.7226,3.2564,2.9706,34.2536
4.8828,3.8043,4.3181,49.0674
3.1103,1.0209,3.3583,45.3781
6.0237,2.1257,2.4319,45.4715
4.0626,4.2985,3.6620,41.4394
9.6403,1.6496,4.5337,67.1041
8.0595,4.4114,3.1216,53.0116
8.4659,3.2489,4.8906,62.4321
8.1436,0.8099,4.1541,65.5187
1.1619,3.0475,2.5916,32.2191
2.5145,1.8309,1.8668,35.0942
8.0213,5.2494,3.9485,55.6324
2.5190,0.9541,1.7343,35.6011
4.1533,4.5299,3.1331,36.9221
9.4044,2.4344,4.0277,66.3318
9.8997,2.6833,3.2099,61.6522
8.9273,3.8767,1.3626,48.9749
9.5119,4.7575,1.9827,48.6917
6.1606,3.5641,4.1522,53.7434
6.4494,3.9307,2.5777,45.4355
2.2094,2.3910,2.0491,30.2043
8.4794,2.0561,4.3566,64.9513
2.7478,0.4005,4.3438,48.7238
6.8231,0.1126,1.9264,52.7913
1.7596,1.3176,2.4829,36.5406
2.8071,3.7151,1.5379,28.0190
1.7816,3.5513,2.5293,33.0208
1.0521,0.2807,4.8604,47.9095
5.3727,0.2236,2.5999,48.2074
4.6021,5.5408,3.9934,43.0192
9.7805,5.2219,2.5637,51.1294
2.9655,3.1543,4.7576,48.9774
3.0544,1.0408,2.0855,37.6782
1.8112,4.9570,3.6361,35.5692
2.8503,5.2041,1.7929,24.7712
4.6933,0.0746,4.7474,56.4590
1.8384,2.6116,1.5489,26.9401
2.8004,0.5949,2.3959,40.5233
9.2385,1.1798,1.7147,52.9607
5.2288,5.3686,3.0934,38.3507
9.2673,0.1899,4.4346,69.9010
2.8759,1.5060,2.1693,36.0291
3.4970,2.5714,1.2778,31.3118
3.9501,2.0411,3.0464,36.4206
8.5230,2.9665,3.4620,59.4853
2.6991,1.7987,1.7310,34.3697
2.9727,1.8459,4.0860,44.5468
1.6999,2.9773,1.8761,26.5605
8.1652,3.0059,2.5549,54.1363
3.2998,3.4216,4.9897,50.0663
7.9544,2.2183,1.9016,52.4459
8.5786,0.8209,3.2376,63.2327
2.5566,3.0943,3.9358,41.9466
3.3960,3.9170,4.9170,48.7582
5.5077,2.0233,4.5425,55.2261
5.3354,5.6616,1.6975,31.9200
3.8916,3.5398,1.0640,30.9390
8.1827,3.4893,1.8815,45.4533
4.8461,1.8283,4.3857,52.4832
6.7158,4.4222,2.1744,37.3661
5.7030,1.6548,2.8281,49.3170
4.5656,2.2511,3.1689,42.2687
8.7053,5.2708,2.0256,46.5762
4.7268,2.8041,3.7177,46.0498
5.9811,4.8548,4.8587,53.4738
1.6043,3.9547,4.5291,41.1982
5.6578,3.6536,1.1342,36.3428
1.5383,2.7169,4.6980,44.5903
1.0998,3.1021,2.3381,32.1227
7.2775,3.8989,4.3505,54.5452
3.1257,2.4714,4.5292,48.1747
1.2994,5.3966,1.9116,22.6830
4.8233,3.0552,1.8451,39.1611
4.5672,3.8677,3.6635,46.3004
7.3076,5.3260,1.4810,38.9595
9.3971,1.0982,1.7336,51.3248
9.2010,3.8542,4.1044,62.5260
6.5288,4.6266,2.8085,43.0957
2.9623,4.5596,3.7050,36.5982
8.2750,0.2801,2.8829,59.2539
3.7421,4.8792,3.7855,42.3842
7.2424,5.2107,3.0149,44.3726
7.6770,1.8895,4.9770,64.3706
3.9039,0.1314,3.6830,49.5093
8.4559,4.1668,1.2347,44.2388
6.8312,3.3662,4.0600,54.2948
4.6133,4.3397,1.1190,28.2559
4.5168,1.1209,1.2448,40.6056
6.2009,5.7729,4.5853,51.4229
1.1335,1.1499,4.2383,39.3160
5.5807,3.6943,3.6916,46.1424
6.0999,3.2190,1.6390,40.8992
7.3219,5.7947,4.0779,51.5571
7.9535,1.4003,1.3617,47.5154
5.8050,4.9342,2.2318,34.2017
3.3617,2.4314,2.1677,39.1862
6.3222,4.1218,3.6595,49.6208
9.7523,0.5226,4.0843,70.2712
9.9061,3.6090,1.0771,47.4393
3.5405,4.6505,3.4420,38.1240
4.4234,1.0778,3.4677,48.6816
8.3757,2.6351,1.0080,44.7514
2.4617,5.9960,1.9280,27.7634
9.2122,4.4550,2.1117,50.1128
7.2764,4.6969,3.7750,47.7501
8.3982,0.4521,3.8987,65.5095
8.7403,0.0335,3.5361,65.2919
9.5846,1.6265,1.8872,58.0636
5.7493,5.1822,4.0345,49.7745
9.2902,0.6177,3.6020,64.5889
9.2891,3.9490,4.6050,66.4349
6.8864,0.5589,1.0059,47.7773
2.0299,0.3264,3.3963,41.1370
2.4047,3.7849,1.1701,26.4777
5.6186,3.2365,3.0703,44.8096
9.0843,5.7656,1.2624,42.6489
2.4904,5.6752,3.2011,33.0872
6.8615,4.6224,4.3317,53.9737
9.5187,3.9631,1.0770,44.5290
2.3257,3.0459,3.3178,36.1074
6.7743,2.8016,2.1024,47.4203
1.6774,3.2390,2.6919,31.1971
6.3986,5.3661,4.4343,50.0999
2.5434,2.8335,2.5677,35.3179
2.2012,0.1005,3.4996,43.9514
5.1066,3.8136,4.2179,50.8723
7.0527,5.2942,2.1224,41.1065
2.9651,4.8184,2.5259,30.2173
4.0061,3.1315,4.2853,44.8525
5.3610,0.0352,1.7146,44.4361
6.9573,3.9465,2.1930,42.2777
6.9187,2.2436,2.6313,50.2880
9.3343,5.7409,2.8341,50.7927
3.2378,1.0958,4.6379,48.8662
8.3473,4.2253,1.9997,45.7233
4.3905,4.5663,1.0031,30.5070
4.3789,0.7977,4.0594,51.0192
7.2074,0.2522,2.4194,52.5447
5.5111,0.4750,3.1312,49.2449
4.9565,2.2033,4.7665,52.0208
8.8633,4.9624,2.0879,42.2964
8.8946,3.0601,1.5875,46.5970
5.0659,2.9905,3.0711,47.1156
3.4880,4.2738,2.6445,40.2277
3.0774,0.2306,2.6129,41.8056
5.1723,4.6528,4.8806,48.3943
2.1641,3.4889,3.2678,37.3070
5.3614,5.4682,4.5499,48.7879
1.4545,1.5394,3.4193,37.7765
4.4826,0.9947,2.6429,44.4551
4.7526,0.4360,2.8148,47.2556
9.3827,3.5004,1.7077,51.2044
9.8674,5.4521,4.7919,61.4416
6.9157,0.9259,4.6593,58.2720
5.9335,1.2920,4.0060,52.2762
7.6132,5.1910,2.5993,42.3202
5.0585,1.1237,4.6655,55.9635
4.9045,1.8066,1.9882,40.4161
9.5277,4.8449,4.5809,61.6980
8.3179,0.5739,1.8006,51.5318
7.8799,0.5078,4.9642,67.2189
4.6221,0.1760,4.5872,56.2931
9.8100,4.1904,4.7198,65.2669
2.3211,3.7016,3.9880,42.7338
7.6707,3.9680,4.4116,58.5904
8.8364,4.3865,3.2561,54.2187
2.8371,4.8692,2.9828,34.6698
2.3708,3.8134,3.1743,37.1590
5.8613,3.8666,4.3313,53.4853
4.4537,0.9586,4.1436,53.1647
9.1773,1.9770,4.8785,67.5720
6.8407,0.3337,1.7306,47.7534
6.1320,2.9069,2.7065,47.3575
6.4777,4.8024,3.4895,46.9753
4.6061,5.4922,3.2735,43.5378
9.7909,4.6607,4.6849,63.9967
9.8896,2.2201,3.1358,60.8384
8.9141,0.5111,3.6355,64.0153
5.0371,2.4509,1.4020,41.8975
5.7357,3.4312,4.9127,56.8562
9.2382,3.8517,4.0850,63.2239
8.6462,0.0404,1.9916,57.9729
2.0846,0.9802,1.9022,32.9405
1.6529,1.1650,3.6419,40.0203
1.1146,2.9772,2.9835,34.1724
6.7813,0.4396,4.9623,63.4380
1.7754,3.4536,3.6530,37.8435
9.6940,0.8797,2.3341,56.2548
6.3786,0.4259,1.7931,44.6120
5.3585,1.2598,1.1613,38.9815
3.6453,5.9778,2.1002,30.6981
5.0370,3.2997,1.0003,33.2346
4.9954,5.7526,2.6639,38.9070
2.1580,1.3530,4.9458,52.1783
7.2265,2.8226,2.2854,45.5270
7.9965,3.6498,4.1457,53.6449
7.1926,5.1200,4.9000,51.8252
1.8085,4.1705,4.8441,42.5506
4.1240,1.6079,2.5341,43.9783
9.7444,0.2222,4.2558,68.3221
1.0131,2.0779,3.9680,38.0531
7.5603,4.8466,2.2838,45.1994
7.4648,3.7149,3.6763,52.0094
3.2399,3.9984,4.6873,47.3864
5.2552,0.3035,1.0452,41.0605
3.2125,4.9732,1.0504,23.3505
2.0551,1.6577,1.0735,32.1323
7.8503,3.6252,4.1538,55.8683
8.2384,0.1448,1.8360,53.2492
4.4436,4.6137,4.0687,44.4055
5.6237,5.4920,3.1760,41.1975
4.5941,5.6911,3.5134,39.8231
5.0033,3.2429,1.6062,36.1686
3.8953,3.6485,2.3518,38.0775
7.2284,4.2558,1.8266,41.9490
2.8335,1.4204,3.8833,45.5324
2.7089,5.9127,2.1999,27.7996
8.6500,3.0188,3.0289,58.2880
4.8880,0.2554,3.8793,54.6771
6.4461,2.8978,4.8753,57.4435
7.1155,0.7049,3.7972,58.5924
1.8339,5.0346,4.2893,33.0513
8.7909,0.4732,1.7988,50.3847
8.7054,0.8716,2.5592,58.6297
3.4811,2.0310,1.1882,33.3870
2.4671,2.3960,1.7459,33.3041
4.6295,1.7716,2.8193,46.2714
7.1537,5.9267,1.5870,36.4891
5.2335,0.0421,2.9096,52.6610
3.4537,4.2670,2.1851,32.0072
1.5103,3.1909,4.5668,35.9918
7.9532,5.5112,4.5816,58.6672
3.6035,4.4754,4.2915,44.9218
6.1507,4.3752,3.3063,43.1111
8.2352,5.9868,1.5291,42.0625
4.6670,1.4892,3.8125,46.0672
4.2697,5.8573,1.5515,26.7657
4.4593,4.4392,2.2048,37.1064
5.9997,2.6905,1.8643,43.6196
4.4944,2.4077,2.3226,41.0469
1.3738,2.3749,2.7359,31.2041
1.0753,0.2641,3.9237,42.9666
6.6996,1.5959,1.0321,41.5090
5.9052,0.7241,4.4383,56.1669
9.8959,0.3522,3.9631,67.4113
6.7519,0.8590,1.5410,44.8283
7.1970,4.6044,2.8403,45.4387
4.3392,2.8049,3.3898,44.4715
6.8434,1.1200,2.5697,52.1072
1.4459,4.2996,2.7215,32.8485
4.1394,4.8884,2.9720,41.3773
3.6575,1.9301,4.2453,50.9933
2.2336,1.9141,3.9887,42.5055
9.6638,1.6891,2.1413,55.1706
2.1192,0.0977,3.2442,44.4926
7.4653,3.5715,2.3914,46.3973
8.9768,5.0716,4.0484,58.1421
4.5832,2.4369,4.4678,48.7209
2.3447,2.9599,2.9802,34.2710
3.8341,2.4444,1.0483,33.8666
8.2977,5.0421,2.2384,45.6107
4.8075,2.6859,2.1853,40.7359
4.7944,5.5290,1.0641,27.7711
2.7707,4.7987,1.2516,24.5031
4.3701,1.1943,1.0175,35.7975
4.9710,4.0763,3.5392,46.4349
1.8450,2.5395,2.3874,33.6517
4.9603,0.3710,1.5158,41.6898
3.2077,1.9584,2.7694,40.3425
3.3881,4.2579,4.8745,45.8050
1.8737,4.8699,3.7776,32.8741
9.8876,2.8052,1.2177,49.9656
9.4022,0.4797,3.5719,64.0967
5.7224,3.4535,2.5914,47.7998
8.6285,2.4277,1.8592,49.2846
3.9709,5.3110,3.2149,37.9647
6.4655,1.5831,3.6822,56.3004
5.1401,3.2816,1.0277,33.7491
2.6716,1.4573,3.9844,44.4365
5.3044,2.8443,3.9241,48.4002
1.0538,3.8543,3.2546,31.3349
2.4755,3.6208,2.7299,33.9006
8.3564,4.1412,3.4148,55.1563
5.3115,4.7168,1.5330,30.5275
3.6019,0.2395,4.4743,51.1093
9.2940,1.9330,4.0523,66.1467
9.0619,2.7611,3.4692,54.7265
6.3437,1.1210,1.6614,43.6460
9.3975,0.9567,3.8837,65.9422
8.8072,3.9102,1.1869,44.6290
6.1771,1.5082,4.9663,61.6121
1.5873,3.7011,1.9118,27.6403
3.6400,1.2745,2.1877,37.0096
6.9386,3.6279,3.1011,49.2731
7.0540,1.9884,2.2843,48.4339
1.7569,5.0564,3.7602,35.3463
9.2335,2.6554,2.7457,57.5381
7.2075,3.7340,1.8070,44.1866
1.0340,4.9940,4.1544,33.6260
9.8621,1.2807,1.6189,55.4322
6.6288,4.6745,4.6544,51.7037
5.4349,2.8046,1.8734,41.9816
7.5338,4.1991,1.1351,39.1080
4.5858,5.5715,3.9205,45.7632
1.0310,3.3511,1.2094,23.0750
4.4061,0.2073,3.4575,51.2378
3.7381,3.7810,1.3393,32.4185
8.4168,3.8419,4.1643,58.1931
9.0803,1.6215,3.7016,63.1405
8.8169,2.8395,4.0344,58.8315
4.7822,2.2275,4.7040,53.3276
8.5767,2.5782,1.6396,49.5973
4.6435,4.8291,3.6494,41.2675
4.2115,5.0817,4.2383,39.5658
3.3613,2.4697,1.2839,34.4034
6.1631,1.6036,3.3801,51.3479
5.7045,1.3055,3.3483,50.1584
7.9307,4.0763,3.9942,57.2696
8.5790,3.5889,1.3095,42.4428
6.3887,4.2364,2.7090,41.8817
3.8349,1.8815,4.4671,48.5968
6.3749,4.8026,1.8301,40.2106
4.9287,1.2989,1.5272,36.7315
3.0019,3.5429,4.5728,45.5248
7.4674,3.5143,4.7382,59.6135
5.8030,3.9055,3.6421,49.3201
3.5948,5.5967,1.9119,28.1946
1.1466,4.1988,1.7298,20.5604
9.8894,5.2541,1.5499,47.9173
2.7380,3.5495,3.1242,40.8145
3.7015,4.9603,4.7166,42.3695
2.4545,2.3862,2.8444,34.4873
8.6252,4.6461,3.1054,52.0518
9.1809,0.7726,2.8010,58.1998
1.5203,3.9436,4.8901,38.8606
3.6111,2.3276,1.1979,30.2517
2.7994,4.3400,3.3021,30.6293
4.3307,1.8357,3.9904,47.0624
8.8286,1.6261,1.0980,47.5982
7.1150,3.0919,3.7468,52.0478
8.1710,1.1568,3.7131,58.9512
3.1730,0.0222,3.4836,47.9006
4.5547,0.7160,4.3576,53.4523
1.5342,5.2803,2.6687,26.5895
1.8906,1.9359,4.6035,45.5264
7.5921,4.1063,2.6254,47.2822
9.3411,5.6821,2.2899,50.4251
7.7645,2.1508,2.9741,58.0737
3.2929,2.5857,1.0229,32.8763
1.4707,3.1426,2.3503,30.3542
5.7786,0.7968,3.7332,52.3927
4.2167,2.4883,2.4116,39.2059
9.0260,5.1694,2.0400,47.9692
7.9286,3.5324,2.8892,50.8489
8.6323,1.2103,3.1171,60.1296
9.2093,5.9887,1.0680,41.5984
8.3852,5.2036,3.9208,50.5950
5.0737,5.7500,2.6328,39.5623
8.2890,1.6067,4.6652,65.7681
5.6143,2.4673,1.6934,40.9024
1.4366,3.6688,3.1387,30.9454
1.2736,3.6523,4.4906,38.9406
7.0118,0.0727,4.0806,59.9106
6.7417,4.9420,2.9025,41.0118
8.3914,3.4551,2.9479,53.3718
8.5663,2.0198,1.6114,49.5553
4.5032,1.6218,1.0527,36.8923
3.8600,0.2534,1.8186,40.2089
7.2217,1.7949,3.0378,51.3167
9.8530,3.4382,2.9931,56.7371
3.2609,0.1130,2.3471,40.2031
8.4555,4.5676,1.1806,40.9702
2.5173,3.7019,2.0811,28.7721
6.8561,4.8525,1.1772,36.8403
9.2021,3.6028,4.0508,61.5189
3.9891,1.6822,4.3661,51.7286
3.8096,0.2452,1.3855,38.0093
7.6969,3.9899,2.8847,47.3594
6.4870,5.7340,1.4547,34.8148
3.7789,3.0809,2.7014,38.2067
5.7041,0.9538,1.0148,44.6323
5.6978,4.3435,4.3564,48.9690
8.8641,4.1780,4.2239,61.9477
3.4881,3.4233,1.6367,30.9494
9.7397,2.5762,3.9473,62.6807
4.2454,3.2918,3.8657,45.5321
4.7799,2.8834,4.7124,50.9318
2.8881,5.0958,2.7738,31.7309
2.6361,3.5421,3.6288,37.0968
6.7802,4.0883,2.4861,47.0348
9.0417,4.5861,2.8750,52.0462
5.5059,1.7694,1.5867,39.5186
4.0590,1.8745,3.4914,47.1698
6.3435,0.1404,2.6816,52.7720
7.5244,1.3204,2.8950,55.2846
5.0528,3.0155,3.3171,49.8328
3.0520,4.0759,3.2928,36.9663
1.3232,4.8753,4.0516,31.1204
8.8563,4.2868,3.5107,57.1697
5.0322,4.0266,3.2088,45.2088
6.2283,4.2196,1.2824,31.2914
8.1196,2.5243,2.2558,51.3063
9.8995,5.2712,3.1786,57.3811
6.6188,0.2387,2.8097,54.0234
4.1747,0.3888,2.9765,48.9569
1.5227,3.4862,2.4784,33.3666
6.6447,1.0059,4.3071,59.1933
2.8909,1.5814,3.0469,38.6750
8.7512,5.7569,3.7410,54.7393
4.5873,0.9056,3.3747,48.2962
9.4209,4.7181,3.4105,54.7333
6.6883,2.0024,1.3529,44.6423
2.3922,3.4024,4.1564,39.4141
5.7070,2.3218,3.6227,50.7769
2.2043,4.8505,3.5954,32.5049
5.3961,5.4925,2.5521,38.3039
1.3298,0.7105,2.8187,31.4784
2.1876,2.8863,1.5869,26.8606
6.4603,1.3858,2.0996,46.4381
7.3580,3.9765,4.3981,54.6657
5.0871,0.2773,3.8554,51.6618
1.3981,2.9450,2.8410,29.5087
8.0465,5.1902,4.9862,56.0717
2.7191,2.1259,2.7844,38.4999
7.6576,4.5957,4.3595,53.5249
6.9238,5.2791,1.4006,35.8650
7.1321,4.6058,2.7599,48.4691
9.1456,2.1449,3.5748,58.2807
7.0795,4.4349,3.0663,47.2698
7.3982,1.6809,1.1788,43.1196
2.8831,5.8312,2.2455,29.9775
3.7771,2.9004,1.2056,32.3727
2.3715,1.3609,3.5927,41.9069
3.9043,0.2953,2.6024,45.1158
6.6501,2.3613,4.7376,58.8568
5.8043,0.4479,1.1499,39.6276
5.0530,2.6785,1.2137,32.7264
8.9423,1.3927,4.8941,69.4524
4.2144,3.0743,2.0536,34.1139
9.7869,3.4470,2.1738,58.5416
8.3746,2.5396,4.4249,59.0896
9.5840,4.8864,1.2656,45.5224
3.8737,1.3118,2.9944,45.0238
6.9571,5.2116,2.4203,44.3458
7.3578,0.9610,4.6400,62.7036
7.0242,3.9753,1.9341,37.6915
7.9662,1.2503,1.1510,46.8628
6.0844,0.5324,3.2368,55.9693
6.7828,5.9756,1.9071,36.5424
2.5755,0.5428,4.4181,48.6669
4.1226,4.4332,3.1502,38.4990
6.2477,4.7826,1.0959,33.3240
3.6247,2.3058,2.8838,40.9657
3.2915,1.0601,1.4893,35.0864
5.9029,3.9018,4.6863,50.7326
5.3835,4.4443,4.6934,49.1063
4.9776,2.0200,4.7932,53.5207
9.0780,0.4615,3.6576,62.5080
6.8098,5.6568,4.5650,53.3716
1.8899,4.7264,2.1994,26.8784
7.2915,0.3514,3.3632,60.2483
8.3557,1.2204,2.9474,56.9284
9.9660,3.5489,3.8759,62.3215
2.1284,2.4304,3.6578,45.1365
7.9359,0.1720,1.6063,51.3917
9.6557,3.8065,4.8770,65.7242
6.8123,2.3068,4.2767,54.5898
2.0492,5.3442,2.6625,27.7918
7.7163,5.9397,2.6555,44.8487
9.5729,0.0090,4.9895,73.5537
3.5010,4.8678,4.6869,39.7589
2.2098,5.0942,1.5120,21.6380
3.4180,3.5303,1.1585,23.9595
9.0968,1.2525,2.7509,57.2878
4.7888,2.1485,3.9615,50.5308
1.8441,5.1855,3.4571,31.1184
3.4847,2.4216,2.0974,38.6104
1.2421,0.9852,1.9813,32.1150
3.7364,2.3727,2.4420,38.1146
8.9351,0.8407,4.2360,66.6796
4.4536,2.9377,1.5130,34.1604
2.9637,3.4057,4.1292,40.0317
4.4325,3.6740,2.3394,41.0437
6.2438,0.9477,1.7308,44.7228
8.9272,4.8714,2.1945,46.2285
1.4048,1.2980,4.4333,44.7603
3.9104,5.8368,3.9718,36.3782
4.0107,0.3813,3.8880,51.9275
9.7169,4.6769,4.7014,67.8436
3.3024,3.2960,2.9244,39.7946
3.0582,0.0048,2.8753,47.5252
3.1708,1.4006,2.0108,35.5116
7.6504,0.5022,3.7466,62.1720
3.6317,4.9768,1.5953,30.2156
8.0350,2.7479,3.0682,54.8062
6.3068,1.9009,1.2541,41.5691
1.1257,1.9334,1.9754,29.2072
5.4599,2.6127,1.3790,39.1109
8.2395,3.0123,1.2391,47.7984
7.5078,3.2155,4.8601,61.5593
1.7588,0.5526,1.2597,31.1670
3.0596,2.8883,2.6502,33.3817
1.1330,4.7906,1.3105,16.8287
5.1050,0.2720,3.6856,52.0030
3.7107,1.9840,2.8166,39.9599
1.4759,3.8539,3.6068,38.7466
8.3977,3.9393,1.9776,47.2601
8.2777,0.4326,4.7683,69.2280
1.1101,0.1994,1.7387,34.6015
1.4881,5.7536,2.7269,25.1187
9.4814,5.4597,1.0755,45.3844
3.9380,4.9857,1.6728,30.1553
8.0944,0.1639,2.6354,56.2362
1.3300,1.8902,2.0244,30.1454
1.1718,5.8986,2.6072,22.1754
9.0355,1.2348,3.9608,65.1257
2.2297,0.2241,4.9649,51.9000
3.0890,5.8639,1.5220,24.8318
4.4000,3.9301,1.3824,31.7171
6.9693,3.6837,1.1854,42.4651
3.3042,1.8405,1.8945,37.2441
1.9093,1.3669,1.6972,32.2940
9.7557,4.7796,1.6333,49.6483
7.5964,1.5250,4.3296,59.9997
2.1362,1.8257,3.0024,38.6288
3.6856,4.8249,3.4376,38.4154
3.3734,3.0720,2.7176,37.6512
3.4086,4.4725,3.9187,39.2478
4.9354,2.7229,3.6801,46.8215
6.6259,5.2018,1.9700,37.9948
6.6258,1.0641,2.8876,50.0369
3.0885,2.4286,4.0976,44.2623
4.4528,5.7589,2.4837,35.3372
3.9926,5.0824,2.0700,32.3385
2.4194,4.7252,4.4893,38.2733
5.5981,3.7175,2.6662,42.2022
8.0448,2.2168,1.9969,51.1824
8.6410,4.1878,1.6370,48.2321
9.5408,5.5428,2.5752,48.0102
7.4771,4.0015,2.3523,43.3176
7.2974,2.4463,4.0476,56.0752
8.9263,3.4595,4.5529,62.6093
